게임 이름,플랫폼 이름,이미지,원가,할인율,할인가,장르,연령 등급,유저 평점,유저 리뷰,사이트 URL
METAL GEAR SOLID V: The Definitive Experience,Steam,https://image.directg.net/upload/product/goods_1601895969_simg.jpg,"\35,000",할인 없음,"\35,000",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50002370
Europa Universalis IV: Rights of Man Collection,Steam,https://image.directg.net/upload/product/goods_1476181933_simg.jpg,"\28,000",10%,"\25,300",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50001152
Europa Universalis IV: Songs of Regency,Steam,https://image.directg.net/upload/product/goods_1476182801_simg.jpg,"\2,500",8%,"\2,300",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50001153
Vampyr,Steam,https://image.directg.net/upload/product/goods_1592881659_simg.jpg,"\42,800",25%,"\32,000",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50002241
Anima: Gate of Memories,Steam,https://image.directg.net/upload/product/goods_1475735140_simg.jpg,"\21,000",6%,"\19,800",롤플레잉,12세 이용가,,,https://directg.net/game/game_page.html?product_code=10001495
Quantum Break,Steam,https://image.directg.net/upload/product/goods_1474348948_simg.jpg,"\42,900",할인 없음,"\42,900",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50001143
Clustertruck,Steam,https://image.directg.net/upload/product/goods_1629176453_simg.png,"\16,500",13%,"\14,300",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50002920
BioShock: The Collection,Steam,https://image.directg.net/upload/product/goods_1615543592_simg.jpg,"\63,000",할인 없음,"\63,000",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50001183
BioShock Remastered,Steam,https://image.directg.net/upload/product/goods_1651455428_simg.jpg,"\21,000",6%,"\19,800",슈팅/FPS,19세 이용가,,,https://directg.net/game/game_page.html?product_code=10000141
BioShock 2 Remastered,Steam,https://image.directg.net/upload/product/goods_1651455661_simg.jpg,"\21,000",6%,"\19,800",슈팅/FPS,19세 이용가,,,https://directg.net/game/game_page.html?product_code=10000142
How To Survive 2 - Abandoned Backpack,Steam,https://image.directg.net/upload/product/goods_1503041044_simg.jpg,"\2,200",할인 없음,"\2,200",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50001455
Total War: WARHAMMER - The Grim and the Grave,Steam,https://image.directg.net/upload/product/goods_1472706239_simg.jpg,"\9,300",8%,"\8,600",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50001133
Titan Quest Anniversary Edition,Steam,https://image.directg.net/upload/product/goods_1472706640_simg.jpg,"\19,900",할인 없음,"\19,900",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50001140
Cities: Skylines - Content Creator Pack: Art Deco,Steam,https://image.directg.net/upload/product/goods_1473130701_simg.jpg,"\5,600",11%,"\5,000",전략,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50001141
HUE,Steam,https://image.directg.net/upload/product/goods_1599112504_simg.jpg,"\16,000",5%,"\15,200",어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50002339
Crusader Kings II: Full Plate Metal,Steam,https://image.directg.net/upload/product/goods_1482223695_simg.jpg,"\3,500",9%,"\3,200",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50001256
Crusader Kings II: The Reaper's Due,Steam,https://image.directg.net/upload/product/goods_1477569894_simg.jpg,"\11,000",10%,"\9,900",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50001130
Crusader Kings II: The Reaper's Due Content Pack,Steam,https://image.directg.net/upload/product/goods_1477569872_simg.jpg,"\5,600",11%,"\5,000",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50001131
Crusader Kings II: The Reaper's Due Collection,Steam,https://image.directg.net/upload/product/goods_1483511121_simg.jpg,"\16,000",11%,"\14,300",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50001132
Worms W.M.D,Steam,https://image.directg.net/upload/product/goods_1657095212_simg.jpg,"\32,000",5%,"\30,500",전략,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003517
No Man's Sky,Steam,https://image.directg.net/upload/product/goods_1730077703_simg.jpg,"\63,000",5%,"\59,800",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50003209
Stellaris: Plantoids Species Pack,Steam,https://image.directg.net/upload/product/goods_1476938875_simg.jpg,"\11,000",10%,"\9,900",전략,전체 이용가,,,https://directg.net/game/game_page.html?product_code=10001509
This Is the Police,Steam,https://image.directg.net/upload/product/goods_1555296651_simg.jpg,"\14,900",10%,"\13,400",어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50001918
Overcooked,Steam,https://image.directg.net/upload/product/goods_1657530069_simg.jpg,"\18,000",4%,"\17,300",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003489
ABZU,Steam,https://image.directg.net/upload/product/goods_1533647408_simg.jpg,"\21,000",6%,"\19,800",액션/어드벤쳐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50001699
Total War: WARHAMMER - Call of the Beastmen,Steam,https://image.directg.net/upload/product/goods_1643272243_simg.jpg,"\19,800",9%,"\18,000",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=10001505
Human Fall Flat,Steam,https://image.directg.net/upload/product/goods_1742377875_simg.jpg,"\20,500",12%,"\18,000",퍼즐,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004256
Furi - Original Soundtrack,Steam,https://image.directg.net/upload/product/goods_1523610807_simg.jpg,"\15,500",20%,"\12,400",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50001624
UNDER NIGHT IN-BIRTH Exe:Late,Steam,https://image.directg.net/upload/product/goods_1477539553_simg.jpg,"\32,000",7%,"\29,800",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=10001498
Anarcute,Steam,https://image.directg.net/upload/product/goods_1477473607_simg.jpg,"\16,000",11%,"\14,300",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=10001496
Stellaris: Infinite Frontiers(eBook),Steam,https://image.directg.net/upload/product/goods_1656494151_simg.jpg,"\8,000",10%,"\7,200",전략,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003476
Stellaris: Complete Soundtrack(Original Game Soundtrack),Steam,https://image.directg.net/upload/product/goods_1656495166_simg.jpg,"\8,000",10%,"\7,200",전략,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003477
XCOM 2: Shen's Last Gift,Steam,https://image.directg.net/upload/product/goods_1477566227_simg.jpg,"\11,000",8%,"\10,100",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=10001497
Resident Evil Umbrella Corps,Steam,https://image.directg.net/upload/product/goods_1473396224_simg.jpg,"\21,000",6%,"\19,800",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=10001483
Resident Evil Umbrella Corps Deluxe Edition,Steam,https://image.directg.net/upload/product/goods_1473396209_simg.jpg,"\27,000",7%,"\25,000",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=10001484
Dead by Daylight,Steam,https://image.directg.net/upload/product/goods_1753166508_simg.jpg,"\21,500",60%,"\8,500",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005584
Hearts of Iron IV: Sabaton Soundtrack,Steam,https://image.directg.net/upload/product/goods_1656486837_simg.jpg,"\3,500",9%,"\3,200",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50003474
Hearts of Iron IV,Steam,https://image.directg.net/upload/product/goods_1477473783_simg.jpg,"\55,000",9%,"\49,800",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=10001462
This War of Mine: The Little Ones,Steam,https://image.directg.net/upload/product/goods_1691645269_simg.jpg,"\5,600",11%,"\5,000",시뮬레이션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50004307
Turmoil,Steam,https://image.directg.net/upload/product/goods_1671174005_simg.jpg,"\14,500",9%,"\13,200",시뮬레이션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50003864
SENRAN KAGURA SHINOVI VERSUS,Steam,https://image.directg.net/upload/product/goods_1713347155_simg.jpg,"\20,500",14%,"\17,600",액션,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50004674
Total War: WARHAMMER - Chaos Warriors,Steam,https://image.directg.net/upload/product/goods_1643098669_simg.jpg,"\8,300",18%,"\6,800",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50003175
Total War: WARHAMMER,Steam,https://image.directg.net/upload/product/goods_1643262001_simg.jpg,"\59,800",10%,"\53,800",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=10001456
Beyond Eden & Soundtrack,Steam,https://image.directg.net/upload/product/goods_1607421410_simg.jpg,"\54,000",3%,"\52,300",어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50002448
DOOM,Steam,https://image.directg.net/upload/product/goods_1730971183_simg.jpg,"\22,000",10%,"\19,800",슈팅/FPS,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005041
XCOM 2: Alien Hunters,Steam,https://image.directg.net/upload/product/goods_1473757051_simg.jpg,"\11,000",8%,"\10,100",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=10001466
Stellaris: New Player Edition,Steam,https://image.directg.net/upload/product/goods_1715667056_simg.jpg,"\66,000",9%,"\59,800",전략,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50004729
Stellaris,Steam,https://image.directg.net/upload/product/goods_1584347557_simg.jpg,"\44,000",10%,"\39,800",전략,전체 이용가,,,https://directg.net/game/game_page.html?product_code=10001463
Wicce,Steam,https://image.directg.net/upload/product/goods_1699517133_simg.jpg,"\8,000",할인 없음,"\8,000",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50004464
Offworld Trading Company,Steam,https://image.directg.net/upload/product/goods_1473396725_simg.jpg,"\21,000",6%,"\19,800",전략,전체 이용가,,,https://directg.net/game/game_page.html?product_code=10001451
Ori and the Blind Forest: Definitive Edition,Steam,https://image.directg.net/upload/product/goods_1477565467_simg.jpg,"\19,900",할인 없음,"\19,900",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=10001482
Don't Starve Together,Steam,https://image.directg.net/upload/product/goods_1674709757_simg.jpg,"\15,500",5%,"\14,800",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50003932
Melty Blood Actress Again Current Code,Steam,https://image.directg.net/upload/product/goods_1477539350_simg.jpg,"\27,000",8%,"\24,900",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=10001439
GUILTY GEAR 2 -OVERTURE-,Steam,https://image.directg.net/upload/product/goods_1477539065_simg.jpg,"\21,000",6%,"\19,800",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=10001438
Euro Truck Simulator 2 - Wheel Tuning Pack,Steam,https://image.directg.net/upload/product/goods_1660887930_simg.jpg,"\3,700",할인 없음,"\3,700",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003624
Enter the Gungeon,Steam,https://image.directg.net/upload/product/goods_1653906780_simg.jpg,"\16,500",4%,"\15,800",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50003410
Europa Universalis IV: Mare Nostrum,Steam,https://image.directg.net/upload/product/goods_1482389582_simg.jpg,"\17,000",9%,"\15,400",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=10001435
Europa Universalis IV: Mare Nostrum Content Pack,Steam,https://image.directg.net/upload/product/goods_1482389366_simg.jpg,"\7,000",11%,"\6,200",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=10001436
Europa Universalis IV: Sounds from the Community - Kairis Soundtrack Part II,Steam,https://image.directg.net/upload/product/goods_1511325251_simg.jpg,"\3,000",7%,"\2,800",전략,12세 이용가,,,https://directg.net/game/game_page.html?product_code=10001437
Epistory - Typing Chronicles,Steam,https://image.directg.net/upload/product/goods_1661325893_simg.jpg,"\16,000",3%,"\15,500",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=50003634
Samorost 3,Steam,https://image.directg.net/upload/product/goods_1489543209_simg.jpg,"\22,000",할인 없음,"\22,000",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50001329
Samorost 3 Cosmic Edition,Steam,https://image.directg.net/upload/product/goods_1490073542_simg.jpg,"\25,300",할인 없음,"\25,300",어드벤쳐,12세 이용가,,,https://directg.net/game/game_page.html?product_code=50001333
Fallout 4 Season Pass,Steam,https://image.directg.net/upload/product/goods_1731031625_simg.jpg,"\39,000",할인 없음,"\39,000",롤플레잉,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50005045
XCOM 2: Anarchy's Children,Steam,https://image.directg.net/upload/product/goods_1477566292_simg.jpg,"\5,500",7%,"\5,100",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=10001424
Hand of Fate,Steam,https://image.directg.net/upload/product/goods_1473395602_simg.jpg,"\21,000",6%,"\19,800",액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=10001425
Sheltered,Steam,https://image.directg.net/upload/product/goods_1657527436_simg.jpg,"\16,000",4%,"\15,400",전략,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50003495
The Guest,Steam,https://image.directg.net/upload/product/goods_1548396658_simg.jpg,"\10,500",할인 없음,"\10,500",어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50001833
Screencheat,Steam,https://image.directg.net/upload/product/goods_1473395643_simg.jpg,"\14,900",9%,"\13,500",액션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=10001415
BlazBlue: Chronophantasma Extend,Steam,https://image.directg.net/upload/product/goods_1485336033_simg.jpg,"\29,800",할인 없음,"\29,800",액션,12세 이용가,,,https://directg.net/game/game_page.html?product_code=10001412
SUPERHOT,Steam,https://image.directg.net/upload/product/goods_1627540388_simg.jpg,가격 정보 없음,할인 없음,가격 정보 없음,액션,15세 이용가,,,https://directg.net/game/game_page.html?product_code=50002890
Cities: Skylines - Snowfall,Steam,https://image.directg.net/upload/product/goods_1472709613_simg.jpg,"\15,000",10%,"\13,500",시뮬레이션,전체 이용가,,,https://directg.net/game/game_page.html?product_code=10001403
Rise of the Tomb Raider: 20 Year Celebration,Steam,https://image.directg.net/upload/product/goods_1686186924_simg.jpg,"\32,900",9%,"\29,800",어드벤쳐,19세 이용가,,,https://directg.net/game/game_page.html?product_code=50004188
