게임 이름,원가,할인가,사이트 URL,할인율,유저 평점,유저 리뷰,플랫폼 이름,이미지,장르,연령 등급
Hegemony Rome: The Rise of Caesar,"\21,000","\19,800",https://directg.net/game/game_page.html?product_code=10000902,6%,,,Steam,https://image.directg.net/upload/product/goods_1473398203_simg.jpg,전략,15세 이용가
Tropico 5 - The Big Cheese,"\4,700","\3,900",https://directg.net/game/game_page.html?product_code=10000787,17%,,,Steam,https://image.directg.net/upload/product/goods_1477549740_simg.jpg,전략,12세 이용가
Rise of Venice Gold Edition,"\29,500","\24,800",https://directg.net/game/game_page.html?product_code=10000903,16%,,,Steam,https://image.directg.net/upload/product/goods_1473398223_simg.jpg,전략,12세 이용가
Europa Universalis IV: Res Publica,"\5,600","\5,000",https://directg.net/game/game_page.html?product_code=10000759,11%,,,Steam,https://image.directg.net/upload/product/goods_1477539857_simg.jpg,전략,12세 이용가
Europa Universalis IV: Republican Music Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000760,8%,,,Steam,https://image.directg.net/upload/product/goods_1477539875_simg.jpg,전략,12세 이용가
Europa Universalis IV: Indian Subcontinent Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000761,8%,,,Steam,https://image.directg.net/upload/product/goods_1513238721_simg.jpg,전략,12세 이용가
Europa Universalis IV: Indian Ships Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000762,8%,,,Steam,https://image.directg.net/upload/product/goods_1511325342_simg.jpg,전략,12세 이용가
MotoGP 14,"\10,800","\9,900",https://directg.net/game/game_page.html?product_code=10000879,8%,,,Steam,https://image.directg.net/upload/product/goods_1493863403_simg.jpg,레이싱/스포츠,전체 이용가
Space Run,"\5,800","\5,800",https://directg.net/game/game_page.html?product_code=10000942,0%,,,Steam,https://image.directg.net/upload/product/goods_1479875748_simg.jpg,전략,12세 이용가
Europa Universalis IV: Wealth of Nations,"\11,000","\9,900",https://directg.net/game/game_page.html?product_code=10000681,10%,,,Steam,https://image.directg.net/upload/product/goods_1477539977_simg.jpg,전략,12세 이용가
Europa Universalis IV: Trade Nations Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000688,8%,,,Steam,https://image.directg.net/upload/product/goods_1477540343_simg.jpg,전략,12세 이용가
Europa Universalis IV: Muslim Ships Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000689,8%,,,Steam,https://image.directg.net/upload/product/goods_1477540165_simg.jpg,전략,12세 이용가
Europa Universalis IV: Wealth of Nations E-book,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000979,8%,,,Steam,https://image.directg.net/upload/product/goods_1513238806_simg.jpg,전략,12세 이용가
Kill The Bad Guy,"\5,600","\4,900",https://directg.net/game/game_page.html?product_code=10000878,13%,,,Steam,https://image.directg.net/upload/product/goods_1472710322_simg.jpg,시뮬레이션,19세 이용가
Tropico 5 Special Edition,"\23,600","\19,800",https://directg.net/game/game_page.html?product_code=10001240,16%,,,Steam,https://image.directg.net/upload/product/goods_1477549338_simg.jpg,전략,12세 이용가
Crusader Kings II: Persian Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000679,8%,,,Steam,https://image.directg.net/upload/product/goods_1500527809_simg.jpg,전략,12세 이용가
Crusader Kings II: Persian Portraits,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000680,8%,,,Steam,https://image.directg.net/upload/product/goods_1500527835_simg.jpg,전략,12세 이용가
Wolfenstein: The New Order,"\23,000","\21,800",https://directg.net/game/game_page.html?product_code=50005073,5%,,,Steam,https://image.directg.net/upload/product/goods_1731632989_simg.jpg,액션,19세 이용가
Europa Universalis IV: Anthology of Alternate History,"\8,000","\7,200",https://directg.net/game/game_page.html?product_code=10000964,10%,,,Steam,https://image.directg.net/upload/product/goods_1500528038_simg.jpg,전략,12세 이용가
Bound By Flame,"\8,000","\8,000",https://directg.net/game/game_page.html?product_code=10000943,0%,,,Steam,https://image.directg.net/upload/product/goods_1500527500_simg.jpg,액션,19세 이용가
Borderlands 2: Headhunter 5 - Son of Crawmerax,"\3,300","\3,000",https://directg.net/game/game_page.html?product_code=10000647,9%,,,Steam,https://image.directg.net/upload/product/goods_1513239002_simg.jpg,액션,19세 이용가
The Elder Scrolls Online,"\22,000","\19,800",https://directg.net/game/game_page.html?product_code=50005362,10%,,,Steam,https://image.directg.net/upload/product/goods_1744248594_simg.jpg,액션/어드벤쳐,19세 이용가
Omerta City of Gangsters - GOLD EDITION,"\29,500","\24,800",https://directg.net/game/game_page.html?product_code=10000660,16%,,,Steam,https://image.directg.net/upload/product/goods_1513239746_simg.jpg,시뮬레이션,19세 이용가
BioShock Infinite: Burial at Sea - Episode Two,"\16,000","\13,000",https://directg.net/game/game_page.html?product_code=10000637,19%,,,Steam,https://image.directg.net/upload/product/goods_1513239695_simg.jpg,액션,19세 이용가
Crusader Kings II: Rajas of India,"\17,000","\15,400",https://directg.net/game/game_page.html?product_code=10000638,9%,,,Steam,https://image.directg.net/upload/product/goods_1477545484_simg.jpg,전략,12세 이용가
Crusader Kings II: Songs of India,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000639,8%,,,Steam,https://image.directg.net/upload/product/goods_1500527883_simg.jpg,전략,12세 이용가
Crusader Kings II: Turkish Portraits,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000640,8%,,,Steam,https://image.directg.net/upload/product/goods_1477546132_simg.jpg,전략,12세 이용가
Crusader Kings II: Turkish Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000641,8%,,,Steam,https://image.directg.net/upload/product/goods_1477546070_simg.jpg,전략,12세 이용가
XCOM: Enemy Unknown Complete Pack,"\54,000","\41,900",https://directg.net/game/game_page.html?product_code=10000622,22%,,,Steam,https://image.directg.net/upload/product/goods_1477544042_simg.jpg,전략,19세 이용가
Europa Universalis IV: Colonial British and French Unit pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000627,8%,,,Steam,https://image.directg.net/upload/product/goods_1500528088_simg.jpg,전략,12세 이용가
Europa Universalis IV: Muslim Advisor Portraits,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000628,8%,,,Steam,https://image.directg.net/upload/product/goods_1477540241_simg.jpg,전략,12세 이용가
Europa Universalis IV: Native Americans II Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000629,8%,,,Steam,https://image.directg.net/upload/product/goods_1511325284_simg.jpg,전략,12세 이용가
Sid Meier's Ace Patrol Bundle,"\11,000","\6,800",https://directg.net/game/game_page.html?product_code=10000611,38%,,,Steam,https://image.directg.net/upload/product/goods_1479895140_simg.jpg,전략,전체 이용가
BlazBlue: Calamity Trigger,"\9,800","\9,800",https://directg.net/game/game_page.html?product_code=10000603,0%,,,Steam,https://image.directg.net/upload/product/goods_1477539408_simg.jpg,액션,12세 이용가
Crusader Kings II: Finno-Ugric Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000625,8%,,,Steam,https://image.directg.net/upload/product/goods_1477546393_simg.jpg,전략,12세 이용가
Crusader Kings II: Saxon Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000626,8%,,,Steam,https://image.directg.net/upload/product/goods_1477544103_simg.jpg,전략,12세 이용가
Borderlands 2: Headhunter 4 - Wedding Day Massacre,"\3,300","\3,000",https://directg.net/game/game_page.html?product_code=10000605,9%,,,Steam,https://image.directg.net/upload/product/goods_1513239816_simg.jpg,액션,19세 이용가
Sid Meier's Civilization V Complete,"\53,300","\49,800",https://directg.net/game/game_page.html?product_code=10000481,7%,,,Steam,https://image.directg.net/upload/product/goods_1476418637_simg.jpg,전략,12세 이용가
Ethan: Meteor Hunter,"\9,900","\8,000",https://directg.net/game/game_page.html?product_code=10000856,19%,,,Steam,https://image.directg.net/upload/product/goods_1472710340_simg.jpg,액션,전체 이용가
SpellForce 2: Demons of the Past,"\20,000","\16,500",https://directg.net/game/game_page.html?product_code=10000480,18%,,,Steam,https://image.directg.net/upload/product/goods_1500528185_simg.jpg,시뮬레이션,12세 이용가
Europa Universalis IV: Conquest of Paradise,"\17,000","\15,400",https://directg.net/game/game_page.html?product_code=10000482,9%,,,Steam,https://image.directg.net/upload/product/goods_1477541709_simg.jpg,전략,12세 이용가
Europa Universalis IV: Conquistadors Unit pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000483,8%,,,Steam,https://image.directg.net/upload/product/goods_1500528016_simg.jpg,전략,12세 이용가
Europa Universalis IV: Native Americans Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000484,8%,,,Steam,https://image.directg.net/upload/product/goods_1511325311_simg.jpg,전략,12세 이용가
Europa Universalis IV: Songs of the New World,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000485,8%,,,Steam,https://image.directg.net/upload/product/goods_1477540424_simg.jpg,전략,12세 이용가
Hearts of Iron III Collection,"\52,500","\47,800",https://directg.net/game/game_page.html?product_code=10001103,9%,,,Steam,https://image.directg.net/upload/product/goods_1477546617_simg.jpg,전략,12세 이용가
Borderlands 2: Headhunter 3 - Mercenary Day,"\3,300","\3,000",https://directg.net/game/game_page.html?product_code=10000479,9%,,,Steam,https://image.directg.net/upload/product/goods_1513299994_simg.jpg,액션,19세 이용가
Omerta City of Gangsters - The Japanese Incentive,"\5,900","\4,900",https://directg.net/game/game_page.html?product_code=10000457,17%,,,Steam,https://image.directg.net/upload/product/goods_1513300201_simg.jpg,시뮬레이션,19세 이용가
Deadfall Adventures Digital Deluxe,"\25,000","\25,000",https://directg.net/game/game_page.html?product_code=50003893,0%,,,Steam,https://image.directg.net/upload/product/goods_1672278423_simg.jpg,액션,19세 이용가
Deadfall Adventures,"\20,000","\20,000",https://directg.net/game/game_page.html?product_code=10000451,0%,,,Steam,https://image.directg.net/upload/product/goods_1477566034_simg.jpg,액션,19세 이용가
Borderlands 2: Headhunter 2 - Wattle Gobbler,"\3,300","\3,000",https://directg.net/game/game_page.html?product_code=10000456,9%,,,Steam,https://image.directg.net/upload/product/goods_1513300048_simg.jpg,액션,19세 이용가
Rise of Venice - Beyond the Sea,"\11,800","\9,900",https://directg.net/game/game_page.html?product_code=10000465,16%,,,Steam,https://image.directg.net/upload/product/goods_1473398100_simg.jpg,전략,12세 이용가
Crusader Kings II: The Old Gods,"\17,000","\15,400",https://directg.net/game/game_page.html?product_code=10000368,9%,,,Steam,https://image.directg.net/upload/product/goods_1477545266_simg.jpg,전략,12세 이용가
Crusader Kings II: Europa Universalis IV Converter,"\11,000","\9,900",https://directg.net/game/game_page.html?product_code=10000370,10%,,,Steam,https://image.directg.net/upload/product/goods_1476149920_simg.jpg,전략,12세 이용가
The Bureau: XCOM Declassified - Hangar 6 R&D,"\5,500","\4,300",https://directg.net/game/game_page.html?product_code=10000390,22%,,,Steam,https://image.directg.net/upload/product/goods_1504587409_simg.jpg,전략,19세 이용가
Crusader Kings II: Warriors of Faith Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000486,8%,,,Steam,https://image.directg.net/upload/product/goods_1477543236_simg.jpg,전략,12세 이용가
Crusader Kings II: Sons of Abraham,"\11,000","\9,900",https://directg.net/game/game_page.html?product_code=10000487,10%,,,Steam,https://image.directg.net/upload/product/goods_1477544712_simg.jpg,전략,12세 이용가
Crusader Kings II: Hymns of Abraham,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000488,8%,,,Steam,https://image.directg.net/upload/product/goods_1488940955_simg.jpg,전략,12세 이용가
Crusader Kings II: Military Orders Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000489,8%,,,Steam,https://image.directg.net/upload/product/goods_1477543295_simg.jpg,전략,12세 이용가
BioShock Infinite: Burial at Sea - Episode One,"\16,000","\13,000",https://directg.net/game/game_page.html?product_code=10000363,19%,,,Steam,https://image.directg.net/upload/product/goods_1513300840_simg.jpg,액션,19세 이용가
XCOM: Enemy Within,"\32,000","\26,400",https://directg.net/game/game_page.html?product_code=10000247,18%,,,Steam,https://image.directg.net/upload/product/goods_1513301049_simg.jpg,전략,19세 이용가
Sid Meier's Ace Patrol: Pacific Skies,"\5,500","\4,300",https://directg.net/game/game_page.html?product_code=10000362,22%,,,Steam,https://image.directg.net/upload/product/goods_1513301159_simg.jpg,전략,전체 이용가
Demonicon - The Dark Eye,"\11,800","\9,900",https://directg.net/game/game_page.html?product_code=10000343,16%,,,Steam,https://image.directg.net/upload/product/goods_1473398085_simg.jpg,롤플레잉,19세 이용가
WRC 4 FIA World Rally Championship,"\10,500","\8,400",https://directg.net/game/game_page.html?product_code=10000682,20%,,,Steam,https://image.directg.net/upload/product/goods_1649846000_simg.jpg,레이싱/스포츠,전체 이용가
Borderlands 2: Headhunter 1 - Bloody Harvest,"\3,300","\3,000",https://directg.net/game/game_page.html?product_code=10000344,9%,,,Steam,https://image.directg.net/upload/product/goods_1513327157_simg.jpg,액션,19세 이용가
The Bureau: XCOM Declassified - Code Breakers,"\3,300","\2,500",https://directg.net/game/game_page.html?product_code=10000305,24%,,,Steam,https://image.directg.net/upload/product/goods_1504587463_simg.jpg,액션,19세 이용가
The Bureau: XCOM Declassified - Light Plasma Pistol,"\1,100","\1,000",https://directg.net/game/game_page.html?product_code=10000306,9%,,,Steam,https://image.directg.net/upload/product/goods_1504587496_simg.jpg,액션,19세 이용가
Borderlands 2 Game of the Year Edition,"\43,000","\39,800",https://directg.net/game/game_page.html?product_code=10000275,7%,,,Steam,https://image.directg.net/upload/product/goods_1477546172_simg.jpg,슈팅/FPS,19세 이용가
Teleglitch: Guns and Tunes,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10001057,8%,,,Steam,https://image.directg.net/upload/product/goods_1513326956_simg.jpg,액션,12세 이용가
Dishonored - Definitive Edition (GOTY Edition),"\22,000","\22,000",https://directg.net/game/game_page.html?product_code=50005029,0%,,,Steam,https://image.directg.net/upload/product/goods_1730771093_simg.jpg,액션,19세 이용가
Victoria II: Interwar Cavalry Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10001071,8%,,,Steam,https://image.directg.net/upload/product/goods_1479873748_simg.jpg,전략,12세 이용가
Rise of Venice,"\23,600","\19,800",https://directg.net/game/game_page.html?product_code=10000196,16%,,,Steam,https://image.directg.net/upload/product/goods_1473396896_simg.jpg,전략,12세 이용가
Europa Universalis IV: National Monuments II,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000339,8%,,,Steam,https://image.directg.net/upload/product/goods_1477540062_simg.jpg,전략,12세 이용가
Euro Truck Simulator 2 - Going East!,"\12,400","\12,100",https://directg.net/game/game_page.html?product_code=50003616,2%,,,Steam,https://image.directg.net/upload/product/goods_1660876421_simg.jpg,시뮬레이션,전체 이용가
Borderlands 2: Ultimate Vault Hunter Upgrade Pack 2,"\5,500","\4,400",https://directg.net/game/game_page.html?product_code=10000232,20%,,,Steam,https://image.directg.net/upload/product/goods_1487231246_simg.jpg,슈팅/FPS,19세 이용가
Brothers - A Tale of Two Sons,"\16,000","\16,000",https://directg.net/game/game_page.html?product_code=50001730,0%,,,Steam,https://image.directg.net/upload/product/goods_1537500584_simg.jpg,어드벤쳐,15세 이용가
Port Royale 3 Gold Edition,"\23,600","\19,800",https://directg.net/game/game_page.html?product_code=10000303,16%,,,Steam,https://image.directg.net/upload/product/goods_1473396922_simg.jpg,전략,12세 이용가
Sid Meier's Ace Patrol,"\5,500","\4,300",https://directg.net/game/game_page.html?product_code=10000634,22%,,,Steam,https://image.directg.net/upload/product/goods_1513326786_simg.jpg,전략,전체 이용가
The Bureau: XCOM Declassified,"\21,000","\16,500",https://directg.net/game/game_page.html?product_code=10000136,21%,,,Steam,https://image.directg.net/upload/product/goods_1479894250_simg.jpg,액션,19세 이용가
Fallout 3,"\11,000","\11,000",https://directg.net/game/game_page.html?product_code=50005042,0%,,,Steam,https://image.directg.net/upload/product/goods_1730971603_simg.jpg,롤플레잉,19세 이용가
Crusader Kings II: Customization Pack,"\5,600","\5,000",https://directg.net/game/game_page.html?product_code=10000372,11%,,,Steam,https://image.directg.net/upload/product/goods_1500527857_simg.jpg,전략,12세 이용가
PAYDAY 2,"\11,000","\10,500",https://directg.net/game/game_page.html?product_code=50005432,5%,,,Steam,https://image.directg.net/upload/product/goods_1747730327_simg.jpg,액션/RPG,19세 이용가
Europa Universalis IV: Pre-Order Pack,"\8,000","\7,200",https://directg.net/game/game_page.html?product_code=10000340,10%,,,Steam,https://image.directg.net/upload/product/goods_1477541971_simg.jpg,전략,12세 이용가
Europa Universalis IV: Call-to-Arms Pack,"\4,500","\4,100",https://directg.net/game/game_page.html?product_code=10000367,9%,,,Steam,https://image.directg.net/upload/product/goods_1477541800_simg.jpg,전략,12세 이용가
Europa Universalis IV,"\55,000","\49,800",https://directg.net/game/game_page.html?product_code=10000335,9%,,,Steam,https://image.directg.net/upload/product/goods_1751446303_simg.jpg,전략,12세 이용가
BioShock Infinite: Columbia's Finest,"\5,500","\4,400",https://directg.net/game/game_page.html?product_code=10000226,20%,,,Steam,https://image.directg.net/upload/product/goods_1513223276_simg.jpg,슈팅/FPS,19세 이용가
Teleglitch: Die More Edition,"\15,000","\13,500",https://directg.net/game/game_page.html?product_code=10001056,10%,,,Steam,https://image.directg.net/upload/product/goods_1513326659_simg.jpg,액션,12세 이용가
Borderlands 2: Tiny Tina's Assault on Dragon Keep,"\10,500","\8,800",https://directg.net/game/game_page.html?product_code=10000236,16%,,,Steam,https://image.directg.net/upload/product/goods_1487231293_simg.jpg,슈팅/FPS,19세 이용가
Crusader Kings II: Dynasty Shield III,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000320,8%,,,Steam,https://image.directg.net/upload/product/goods_1500527916_simg.jpg,전략,12세 이용가
Crusader Kings II: Celtic Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000373,8%,,,Steam,https://image.directg.net/upload/product/goods_1477545723_simg.jpg,전략,12세 이용가
Crusader Kings II: Celtic Portraits,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000374,8%,,,Steam,https://image.directg.net/upload/product/goods_1477545788_simg.jpg,전략,12세 이용가
Knights of Pen and Paper +1,"\11,000","\9,900",https://directg.net/game/game_page.html?product_code=10001054,10%,,,Steam,https://image.directg.net/upload/product/goods_1473399776_simg.jpg,롤플레잉,12세 이용가
Knights of Pen and Paper +1 Deluxier Edition,"\22,000","\19,800",https://directg.net/game/game_page.html?product_code=10001055,10%,,,Steam,https://image.directg.net/upload/product/goods_1494403709_simg.jpg,롤플레잉,12세 이용가
Dungeons & Dragons: Chronicles of Mystara,"\14,000","\12,500",https://directg.net/game/game_page.html?product_code=50003454,11%,,,Steam,https://image.directg.net/upload/product/goods_1655970536_simg.jpg,액션/RPG,12세 이용가
Dollar Dash - Robbers Tool-Kit DLC,"\2,500","\1,900",https://directg.net/game/game_page.html?product_code=10000302,24%,,,Steam,https://image.directg.net/upload/product/goods_1473396957_simg.jpg,액션,전체 이용가
Tomb Raider GOTY Edition,"\21,700","\19,800",https://directg.net/game/game_page.html?product_code=50004190,9%,,,Steam,https://image.directg.net/upload/product/goods_1686189199_simg.jpg,어드벤쳐,19세 이용가
Crusader Kings II: Hymns to the Old Gods,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000321,8%,,,Steam,https://image.directg.net/upload/product/goods_1477546482_simg.jpg,전략,12세 이용가
Crusader Kings II: Norse Portraits,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000323,8%,,,Steam,https://image.directg.net/upload/product/goods_1477542373_simg.jpg,전략,12세 이용가
Crusader Kings II: Norse Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000324,8%,,,Steam,https://image.directg.net/upload/product/goods_1477542291_simg.jpg,전략,12세 이용가
Dollar Dash - More Ways to Win DLC,"\3,600","\2,900",https://directg.net/game/game_page.html?product_code=10000301,19%,,,Steam,https://image.directg.net/upload/product/goods_1473397115_simg.jpg,액션,12세 이용가
Borderlands 2: Psycho Pack,"\10,500","\8,800",https://directg.net/game/game_page.html?product_code=10000229,16%,,,Steam,https://image.directg.net/upload/product/goods_1513325604_simg.jpg,슈팅/FPS,19세 이용가
Omerta City of Gangsters - The Arms Industry,"\5,900","\4,900",https://directg.net/game/game_page.html?product_code=10000454,17%,,,Steam,https://image.directg.net/upload/product/goods_1513325530_simg.jpg,시뮬레이션,19세 이용가
BioShock Infinite,"\32,000","\32,000",https://directg.net/game/game_page.html?product_code=10001217,0%,,,Steam,https://image.directg.net/upload/product/goods_1479894852_simg.jpg,슈팅/FPS,19세 이용가
Victoria II: German Unit Pack,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10001066,8%,,,Steam,https://image.directg.net/upload/product/goods_1513325313_simg.jpg,전략,12세 이용가
Victoria II: Interwar Engineer Unit,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10001068,8%,,,Steam,https://image.directg.net/upload/product/goods_1513325266_simg.jpg,전략,12세 이용가
Victoria II: Songs of the Civil War,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10001070,8%,,,Steam,https://image.directg.net/upload/product/goods_1513325220_simg.jpg,전략,12세 이용가
Crusader Kings II: Songs of Albion,"\2,500","\2,300",https://directg.net/game/game_page.html?product_code=10000326,8%,,,Steam,https://image.directg.net/upload/product/goods_1477544321_simg.jpg,전략,12세 이용가
Omerta City of Gangsters - Damsel in Distress,"\5,900","\4,900",https://directg.net/game/game_page.html?product_code=10000453,17%,,,Steam,https://image.directg.net/upload/product/goods_1513325161_simg.jpg,시뮬레이션,19세 이용가
Victoria II: Heart of Darkness,"\22,000","\19,800",https://directg.net/game/game_page.html?product_code=10001065,10%,,,Steam,https://image.directg.net/upload/product/goods_1479873768_simg.jpg,전략,12세 이용가
Borderlands 2 Ultimate Vault Hunters Upgrade Pack,"\5,500","\4,400",https://directg.net/game/game_page.html?product_code=10000218,20%,,,Steam,https://image.directg.net/upload/product/goods_1513325017_simg.jpg,슈팅/FPS,19세 이용가
Omerta City of Gangsters,"\17,700","\14,800",https://directg.net/game/game_page.html?product_code=10000009,16%,,,Steam,https://image.directg.net/upload/product/goods_1513324971_simg.jpg,시뮬레이션,19세 이용가
