이름,링크,이미지,할인률,할인가,정가,DRM
The Quarry,https://www.greenmangaming.com/games/the-quarry-pc/,https://images.greenmangaming.com/8a05b373beef4c24b21e747eeeb3cd11/2c3a08c05edc41fa9dc9f8fe618b0181.jpg,-86%,"₩8,900","₩65,000",Steam
The Outlast Trials Reagent Starter Pack Edition,https://www.greenmangaming.com/games/the-outlast-trials-reagent-starter-pack-edition-pc/,https://images.greenmangaming.com/6b7647af5300481aa4b6727b05b5b2a8/5450a55a556b43bb984cb23709c0de69.jpg,-60%,"₩21,200","₩53,000",Steam
The Council,https://www.greenmangaming.com/games/the-council-pc/,https://images.greenmangaming.com/93513e1971bf4cd3b90950504ca74470/8161a66d490a40e984b330c63c949b89.jpg,-90%,"₩2,300","₩22,700",Steam
Sniper Elite III,https://www.greenmangaming.com/games/sniper-elite-iii/,https://images.greenmangaming.com/21c8f48fe18d40298329e1db491497d4/70afe2ea3d4b45a18f65cf7628b243d0.jpg,-92%,"₩2,700","₩32,000",Steam
Torchlight III,https://www.greenmangaming.com/games/torchlight-iii-pc/,https://images.greenmangaming.com/ebf8ac3218ea4f69967bac1957ebdbae/4f7e7f3f671d4d61b742ca0e774ff987.jpg,-87%,"₩5,300","₩41,000",Steam
LEGO The Incredibles,https://www.greenmangaming.com/games/lego-the-incredibles-pc/,https://images.greenmangaming.com/59f76ec4de7940928e1c6403484226b9/6a3bb2185aef4c2ab2e463fef41f096f.jpg,-92%,"₩3,500","₩42,900",Steam
Wolfenstein II: The New Colossus Digital Deluxe Edition,https://www.greenmangaming.com/games/wolfenstein-ii-the-new-colossus-digital-deluxe-edition-pc/,https://images.greenmangaming.com/2ac02b0ca0f44cb197f843032d905a8d/3f49fc79184c407690765e7cfae974d1.jpg,-87%,"₩8,900","₩67,000",Steam
WRC 10 FIA World Rally Championship,https://www.greenmangaming.com/games/wrc-10-fia-world-rally-championship-pc/,https://images.greenmangaming.com/3c27d08295914d178dc8aaa1c394aa71/86e5bc28c7c9457d9ddc77c03f8f162d.jpg,-92%,"₩4,100","₩51,000",Steam
Date Everything! - Lavish Edition,https://www.greenmangaming.com/games/date-everything-lavish-edition-pc/,https://images.greenmangaming.com/30c57ca956e945bebc29032b9dfac819/2b004966f5a34377ad3c39d669b5e26e.jpg,-15%,"₩33,100","₩38,900",Steam
SYMMETRY,https://www.greenmangaming.com/games/symmetry-pc/,https://images.greenmangaming.com/9aa3dfaa732447209afa3fa3144a48a0/694c279c51594aa6b2a57016edc0b591.jpg,-93%,"₩1,000","₩13,500",Steam
Batman: Arkham Knight - Premium Edition,https://www.greenmangaming.com/games/batman-arkham-knight-premium-edition/,https://images.greenmangaming.com/e8b7511eff5447fcbb09c8d21d56dbba/7692845c22c443f9970e44682a1fd64d.jpg,-88%,"₩5,200","₩43,000",Steam
Inertial Drift,https://www.greenmangaming.com/games/inertial-drift-pc/,https://images.greenmangaming.com/0ecaf35db9d741528198f077ef0795cd/24821b3eac1948e4b5bdbce24a70c6dd.jpg,-91%,"₩2,000","₩22,800",Steam
This War of Mine,https://www.greenmangaming.com/games/this-war-of-mine-pc/,https://images.greenmangaming.com/c117b76b235d4d66a9aee662079b048b/5434d9a89aa24720b75babd447dd1607.jpg,-91%,"₩1,900","₩21,500",Steam
Gangs of Sherwood – Lionheart Edition,https://www.greenmangaming.com/games/gangs-of-sherwood-lionheart-edition-pc/,https://images.greenmangaming.com/3f02622b31e94fd0b6077fdce0ce1541/07c743460e8443d8aca255e164302a31.jpg,-92%,"₩4,300","₩53,000",Steam
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,https://www.greenmangaming.com/games/tokyo-twilight-ghost-hunters-daybreak-special-gigs/,https://images.greenmangaming.com/ab14ff8e5fe349339989222aee997963/8c108ef2804a498b82e40c6428dc5e67.jpg,-91%,"₩1,000","₩11,000",Steam
Thief: Deadly Shadows,https://www.greenmangaming.com/games/thief-deadly-shadows/,https://images.greenmangaming.com/d097922b939a4325b90f893412a9375c/98c0edcab11e49d7b757d4e20ad788c8.jpg,-90%,"₩1,000","₩9,900",Steam
Batman: Arkham Origins,https://www.greenmangaming.com/games/batman-arkham-origins/,https://images.greenmangaming.com/4a637328cfd144d3944f5ba9af5cd038/bac985947bc841c6b187223049979024.jpg,-84%,"₩3,400","₩21,000",Steam
Aquanox Deep Descent Collector's Edition,https://www.greenmangaming.com/games/aquanox-deep-descent-collectors-edition-pc/,https://images.greenmangaming.com/1ed606b95fe74022b113fda186cbeaf9/6fe59331d6874dd2836c592d4d7a0abd.jpg,-90%,"₩4,300","₩42,100",Steam
Rogue Heroes: Ruins of Tasos,https://www.greenmangaming.com/games/rogue-heroes-ruins-of-tasos-pc/,https://images.greenmangaming.com/0f89b08db8a744828b0ba3839fee9de5/ce7875ac767b41a48f43725f741caeb2.jpg,-91%,"₩1,900","₩20,500",Steam
Overcooked! 2,https://www.greenmangaming.com/games/overcooked-2-pc/,https://images.greenmangaming.com/1f5f4e538f7645c7972950ca0c62f950/298b31c6fd37439aab05e8c7d129f8ab.jpg,-77%,"₩5,900","₩26,000",Steam
Punch Line,https://www.greenmangaming.com/games/punch-line-pc/,https://images.greenmangaming.com/e3ade5b46b504d559bef5b9919289e46/109abde3f4a1498397a40ff465a0b66c.jpg,-91%,"₩4,600","₩53,000",Steam
Rogue Trooper Redux: Collectors Edition,https://www.greenmangaming.com/games/rogue-trooper-redux-collectors-edition/,https://images.greenmangaming.com/aee00dc96c564225ac64766d6c094d2c/f90d4ea51e99466cb812f0f580d05ea8.jpg,-92%,"₩2,800","₩33,400",Steam
"Warhammer 40,000: Gladius - Relics of War",https://www.greenmangaming.com/games/warhammer-40000-gladius-relics-of-war-pc/,https://images.greenmangaming.com/c3e7ee689f0a476794dacec0c7e9445b/c3a2be1d3e8242e39cc9e8e9d86f404f.jpg,-90%,"₩4,200","₩42,000",Steam
Zorro The Chronicles,https://www.greenmangaming.com/games/zorro-the-chronicles-pc/,https://images.greenmangaming.com/8871358248754386a945dbd815930716/fc3356a143294db7885b4aa2736c88fe.jpg,-92%,"₩2,500","₩31,000",Steam
Injustice™ 2,https://www.greenmangaming.com/games/injustice-2-pc/,https://images.greenmangaming.com/3c21e3bd0d6e455396332b3452d9c52c/53b67c33af3e499f989b885da9b5a657.jpg,-92%,"₩4,500","₩55,900",Steam
Warhammer: Chaosbane,https://www.greenmangaming.com/games/warhammer-chaosbane-pc/,https://images.greenmangaming.com/0602801b2d8540ac89cb2a1b05cea267/ba33bd5ab2344cac8c590c88390db738.jpg,-92%,"₩2,500","₩31,000",Steam
Our World Is Ended.,https://www.greenmangaming.com/games/our-world-is-ended-pc/,https://images.greenmangaming.com/efab3301e8aa47c0bc0963847d5c6058/cc67ffe6080b4143aaaf7fe897eb9600.jpg,-91%,"₩3,600","₩42,000",Steam
Fallout 76,https://www.greenmangaming.com/games/fallout-76-pc/,https://images.greenmangaming.com/e559825190f3432e8eb7dda95f980f6d/0c45789443e3485494e0c83aa49aea55.jpg,-78%,"₩9,900","₩44,500",Steam
Werewolf: The Apocalypse - Earthblood,https://www.greenmangaming.com/games/werewolf-the-apocalypse-earthblood-steam-pc/,https://images.greenmangaming.com/e8aad126952b40a9892bbd91e8acc920/97d428c4d25440f08a9f7dfa4660c904.jpg,-92%,"₩2,500","₩31,000",Steam
POSTAL 2,https://www.greenmangaming.com/games/postal-2/,https://images.greenmangaming.com/4fbad4e6d64c4cf5842e93b31c99966d/f478143697d44cc7a8fa6635c24b30d8.jpg,-90%,"₩1,100","₩11,000",Steam
WRC 9 FIA World Rally Championship,https://www.greenmangaming.com/games/wrc-9-fia-world-rally-championship-pc/,https://images.greenmangaming.com/fa9ae043853f498f98314fc8de703e02/30baf049ab3d47009343d9718885e3b3.jpg,-92%,"₩2,500","₩31,000",Steam
Evil Genius 2: World Domination Deluxe Edition,https://www.greenmangaming.com/games/evil-genius-2-world-domination-deluxe-edition-pc/,https://images.greenmangaming.com/70dd30f34f714e8a80d5436c9fdb38ca/199f52e69f9841bf9044f6dc94308630.jpg,-92%,"₩5,100","₩61,000",Steam
WRC 8 FIA World Rally Championship,https://www.greenmangaming.com/games/wrc-8-fia-world-rally-championship-steam-pc/,https://images.greenmangaming.com/57af8ee28d1645e9ad6cc261b1c2f0da/737821750d5a476caa1165d49633d993.jpg,-92%,"₩2,500","₩31,000",Steam
Wolfenstein II: The New Colossus,https://www.greenmangaming.com/games/wolfenstein-the-new-colossus/,https://images.greenmangaming.com/5e1d577c92674f7686c2fadc1e519009/f46189c650394dd789657eae1cc61587.jpg,-87%,"₩5,900","₩44,500",Steam
Battlezone Gold Edition,https://www.greenmangaming.com/games/battlezone-gold-edition-pc/,https://images.greenmangaming.com/eb1734c325e34de6b15e8b05e3a1cf57/2c9796fd4d9a41649732e4317a8df8c4.jpg,-92%,"₩3,000","₩36,000",Steam
Rogue Trooper Redux,https://www.greenmangaming.com/games/rogue-trooper-redux/,https://images.greenmangaming.com/4e833ab48aae491ea5b4b5ce7d0f9a8d/c24926ae8ddb473fb095cfac74c9647f.jpg,-91%,"₩2,300","₩27,000",Steam
Gangs of Sherwood,https://www.greenmangaming.com/games/gangs-of-sherwood-pc/,https://images.greenmangaming.com/f473638727154234b7ebaa6feff987dc/01ae0880cbfe4aac86959e95df962738.jpg,-92%,"₩3,400","₩42,000",Steam
Aquanox Deep Descent,https://www.greenmangaming.com/games/aquanox-deep-descent-pc/,https://images.greenmangaming.com/1188c9510a884a629e21c56e22b799b3/9becb743e65d478ea811a19b1a1448f6.jpg,-90%,"₩3,200","₩31,400",Steam
Toki,https://www.greenmangaming.com/games/toki-pc/,https://images.greenmangaming.com/031fd534cfd448fab43bc73cedabe74a/f0fc713dc5e84e43b238639d46fbbb14.jpg,-90%,"₩2,100","₩20,500",Steam
F.E.A.R,https://www.greenmangaming.com/games/fear/,https://images.greenmangaming.com/69fba05f95a5403a9d1da4a206d2d43e/3571fff562d84d2883414a456ccdde9a.jpg,-84%,"₩1,700","₩10,500",Steam
Shadow Tactics: Blades of the Shogun,https://www.greenmangaming.com/games/shadow-tactics-blades-of-the-shogun/,https://images.greenmangaming.com/6314434fafd4493f8827208b1070e664/f2f744290a52435b8ff29b43e8db89b1.jpg,-90%,"₩4,500","₩45,000",Steam
Hunting Simulator 2,https://www.greenmangaming.com/games/hunting-simulator-2-pc/,https://images.greenmangaming.com/f89179b69d814c4fb6f66f551c584fa4/0c70c23cad1749939cf35b6abd080533.jpg,-92%,"₩3,700","₩46,000",Steam
Homeworld: Deserts of Kharak,https://www.greenmangaming.com/games/homeworld-deserts-of-kharak-pc/,https://images.greenmangaming.com/9a953e2f33124970b72b7149c475bd74/3ea914a866394f4e94518531549cac37.jpg,-91%,"₩4,900","₩54,000",Steam
Arcade Spirits,https://www.greenmangaming.com/games/arcade-spirits-pc/,https://images.greenmangaming.com/5a6ae62173fd43a29157f341c31bb5f4/dced800714fb4b65aac174fe191be2fd.jpg,-91%,"₩1,900","₩21,500",Steam
Judge Dredd: Dredd Versus Death,https://www.greenmangaming.com/games/judge-dredd-dredd-versus-death/,https://images.greenmangaming.com/dab05ec303874ed1986155da2b138c1b/7f749e45d3864df689f1cfdba2887452.jpg,-88%,"₩1,000","₩8,500",Steam
The Surge 2,https://www.greenmangaming.com/games/the-surge-2-pc/,https://images.greenmangaming.com/111aedc3a9be4c55966a89556f4d3b6c/f5382d2f9be340b6bf5aba10687d4d66.jpg,-85%,"₩6,900","₩45,400",Steam
Raw Data,https://www.greenmangaming.com/games/raw-data-pc/,https://images.greenmangaming.com/28850cc81f1548579f3fb61100437f57/b936a68f3cec45ec9847ff50fab79b4a.jpg,-91%,"₩3,700","₩43,000",Steam
Alice VR,https://www.greenmangaming.com/games/alice-vr/,https://images.greenmangaming.com/c04395e40dfc4f10ad3b6b645aeea7df/5a9af83ec5c548a0ab2dfaad33e96d44.jpg,-92%,₩900,"₩11,000",Steam
The Survivalists - Deluxe Edition,https://www.greenmangaming.com/games/the-survivalists-deluxe-edition-pc/,https://images.greenmangaming.com/acf3a6ff43b0440290e82a577cd8a82e/4e62d51a58f749b4be2d88b9ae60e4ba.jpg,-91%,"₩3,100","₩34,000",Steam
Overpass 2 Deluxe Edition,https://www.greenmangaming.com/games/overpass-2-deluxe-edition-pc/,https://images.greenmangaming.com/3cab26d793f34ccd911aa061f3ff1310/c6206ff7ea8e44959ccc8af39804a76e.jpg,-92%,"₩4,300","₩53,000",Steam
Asterix & Obelix: Heroes,https://www.greenmangaming.com/games/asterix-obelix-heroes-pc/,https://images.greenmangaming.com/1f2f336c829542f6810988268143ec9b/93cb8ed95b2d4196805d4666aed398e0.jpg,-92%,"₩1,800","₩21,500",Steam
Little Friends: Puppy Island,https://www.greenmangaming.com/games/little-friends-puppy-island-pc/,https://images.greenmangaming.com/e83fcbabfe2545cf85d2d4c8aad5be2b/fd5a4cb7e40949b697982d6e21d1c35a.jpg,-91%,"₩3,600","₩42,000",Steam
Train Life : A Railway Simulator,https://www.greenmangaming.com/games/train-life-a-railway-simulator-pc/,https://images.greenmangaming.com/e3b69d6ecef548f1b588e12de68e417b/e099fd0740ea42c2a404ad53b4f2b88b.jpg,-92%,"₩1,700","₩20,500",Steam
Mordheim: City of the Damned,https://www.greenmangaming.com/games/mordheim-city-of-the-damned/,https://images.greenmangaming.com/afab2b46a3ad4d0faff227b2440e94f4/b778808d0e8d4eeb949f7b67befa12bd.jpg,-92%,"₩1,600","₩19,800",Steam
Hover,https://www.greenmangaming.com/games/hover-pc/,https://images.greenmangaming.com/d87daf8738134cdb966f93cca769231d/9aba48fdf75e46e2ae864a82ba492048.jpg,-92%,"₩1,700","₩21,000",Steam
The Repair House: Restoration Sim,https://www.greenmangaming.com/games/the-repair-house-simulator-pc/,https://images.greenmangaming.com/52a9f4b410a441a6bac330c05ba55284/7448027fc5de478c83f3c94da7f1f403.jpg,-91%,"₩1,900","₩21,500",Steam
3DMark,https://www.greenmangaming.com/games/3dmark-pc/,https://images.greenmangaming.com/596748737ae64cb9a20c6666106ccbe4/4ad2043622874122bdea141d8860921a.jpg,-75%,"₩9,400","₩37,500",Steam
Borderlands 3 (EPIC),https://www.greenmangaming.com/games/borderlands-3-epic-pc/,https://images.greenmangaming.com/de2336cf64c74860b81cf540351cefe2/549776a190584c998cae46fa176fdea2.jpg,-91%,"₩5,900","₩64,900",Epic Games
Tears of Avia,https://www.greenmangaming.com/games/tears-of-avia-pc/,https://images.greenmangaming.com/d5765ac96c844d4d83b78b42c595cdd8/7ef5278d6d5f4393bc722b70a3fc8ca7.jpg,-91%,"₩1,500","₩16,500",Steam
Gun Gun Pixies,https://www.greenmangaming.com/games/gun-gun-pixies-pc/,https://images.greenmangaming.com/3acf3c8784184bba8c1aae67ef638f0b/2744aa618a7e4eff805a9401ee393695.jpg,-91%,"₩4,600","₩53,000",Steam
Zengeon,https://www.greenmangaming.com/games/zengeon-pc/,https://images.greenmangaming.com/2e0d1cfd01984b9986e4e926ed5a9422/ea23128842db48d9a9f1a35678ed5042.jpg,-91%,"₩1,800","₩20,500",Steam
Nova Strike,https://www.greenmangaming.com/games/nova-strike-pc/,https://images.greenmangaming.com/3f4d81939706438e99db604fd2d6fc6a/4b6fd22a387144c58bc4db82ebee74ff.jpg,-92%,₩900,"₩11,000",Steam
Warhammer: End Times - Vermintide Collector's Edition,https://www.greenmangaming.com/games/warhammer-end-times-vermintide-collectors-edition-pc/,https://images.greenmangaming.com/3bb823245c1a4031974a5ec76de4990c/7e676ff3bd5e4da295f2145f2bc58c40.jpg,-90%,"₩4,700","₩47,000",Steam
Cursed to Golf,https://www.greenmangaming.com/games/cursed-to-golf-pc/,https://images.greenmangaming.com/c1da413689794b209551aef9a906c596/5b60ffe6e03c47299b1dce113c83ef69.jpg,-90%,"₩2,100","₩20,500",Steam
Fight of Gods,https://www.greenmangaming.com/games/fight-of-gods-pc/,https://images.greenmangaming.com/4b2c6c359b5a45f89ffa467e213ff4ae/78236314de1f4bc5a29bb90277fef1d4.jpg,-91%,"₩1,500","₩16,500",Steam
FIA European Truck Racing Championship,https://www.greenmangaming.com/games/fia-european-truck-racing-championship-pc/,https://images.greenmangaming.com/a1ab84be88af42f19539be2777411ba2/cb3f4a782bad4dc8ab4aee1e4df1e7c9.jpg,-92%,"₩2,500","₩31,000",Steam
Monster Truck Championship,https://www.greenmangaming.com/games/monster-truck-championship-pc/,https://images.greenmangaming.com/bb4c8fa29ae74087a7546078c03b334d/c7cb5c5ddfcc43beb772932e41f3929a.jpg,-92%,"₩3,700","₩46,000",Steam
Lost Soul Aside™ Deluxe Edition,https://www.greenmangaming.com/games/lost-soul-aside-deluxe-edition-pc/,https://images.greenmangaming.com/167fd7317c0041d7a4a91f3a7134cbdc/84af772b446c4ff796306aeafb48fbbe.jpg,0%,"₩79,800","₩79,800",Steam
Handball 21,https://www.greenmangaming.com/games/handball-21-pc/,https://images.greenmangaming.com/62875da0f8f944ef8e7f2b75df7bbd27/f5384b8d940c4537a4a43025bc7f5beb.jpg,-92%,"₩3,700","₩46,000",Steam
Pure Farming 2018 Digital Deluxe Edition,https://www.greenmangaming.com/games/pure-farming-2018-digital-deluxe-edition-pc/,https://images.greenmangaming.com/51661eef460c4b6caf6b502b20c9a700/6d148aa3b24b42338e44df4846142b67.jpg,-91%,"₩2,800","₩32,000",Steam
Battlezone: Combat Commander,https://www.greenmangaming.com/games/battlezone-combat-commander-pc/,https://images.greenmangaming.com/8cb10336793649eead4b5a40dc6a7af8/683e677f6770471eb37dfcb3edefe497.jpg,-91%,"₩1,800","₩20,500",Steam
Torn,https://www.greenmangaming.com/games/torn-pc/,https://images.greenmangaming.com/e621f535f816484081cf0eb31633298f/5794d3e3f1f546dab5b92a28da914def.jpg,-91%,"₩2,800","₩31,000",Steam
Battlezone 98 Redux Odyssey Edition,https://www.greenmangaming.com/games/battlezone-98-redux-odyssey-edition/,https://images.greenmangaming.com/b69e2ccd9e734046958a8bc5091ba338/63311c40790a4e45a002721290a42e55.jpg,-91%,"₩2,300","₩27,000",Steam
LEGO® Marvel Super Heroes 2 - Deluxe Edition,https://www.greenmangaming.com/games/lego-marvel-super-heroes-2-deluxe-edition-pc/,https://images.greenmangaming.com/84b6c790578449d18a7a5abfd1f67f30/24dca8f62fb242c585d549feed1c6dc2.jpg,-85%,"₩5,400","₩36,000",Steam
Evil Genius,https://www.greenmangaming.com/games/evil-genius/,https://images.greenmangaming.com/76d2d194144643d388ebe4bc56797afc/493b4b24ee784afdb9f7c5ecd56a2c44.jpg,-90%,"₩1,000","₩10,500",Steam
Warhammer: End Times - Vermintide,https://www.greenmangaming.com/games/warhammer-end-times-vermintide-pc/,https://images.greenmangaming.com/bbe024560e474a4e9d72271366c43bf9/dafbe335410641ef9e190d6f15237665.jpg,-90%,"₩3,200","₩32,000",Steam
Strange Brigade,https://www.greenmangaming.com/games/strange-brigade-pc/,https://images.greenmangaming.com/aa46044577114a1890098f1d5eb86d78/12f5c63261a7460192f6d49ef6e0a294.jpg,-92%,"₩4,200","₩51,000",Steam
Don't Disturb,https://www.greenmangaming.com/games/dont-disturb/,https://images.greenmangaming.com/3a9a3e17649642f8b5fb9fcd617ad79c/95d081605b7a46ea81ce14bd5677262e.jpg,-89%,₩500,"₩4,500",Steam
Stealth Bastard Deluxe Bundle,https://www.greenmangaming.com/games/stealth-bastard-deluxe-bundle/,https://images.greenmangaming.com/de4d30a624144261b3e911ec0a742bf6/f53105d6cfd6478faffd77d17ba09fa8.jpg,-91%,"₩1,400","₩16,000",Steam
Evergate,https://www.greenmangaming.com/games/evergate-pc/,https://images.greenmangaming.com/b39500bb0d124eb9a76d5f12b4316a5a/3b043ee4f5b7413e9b7e7d8980106ef7.jpg,-91%,"₩1,000","₩11,000",Steam
LEGO® DC Super-Villains Deluxe Edition,https://www.greenmangaming.com/games/lego-dc-super-villains-deluxe-edition-pc/,https://images.greenmangaming.com/0877680b1e7d4d8e8410555c6a820369/7302f1a1fbde4bf890ace75e256a2039.jpg,-88%,"₩7,200","₩58,900",Steam
Thief Gold,https://www.greenmangaming.com/games/thief-gold/,https://images.greenmangaming.com/d66cb0e760934efdbc264e3e3198ddc2/4be557a27fe74fb09442d6c9e8f83805.jpg,-87%,"₩1,000","₩7,700",Steam
Kotodama: The 7 Mysteries of Fujisawa,https://www.greenmangaming.com/games/kotodama-the-7-mysteries-of-fujisawa-pc/,https://images.greenmangaming.com/ba9a8909c95a4d7aa6ec034416d6c0c7/6d9a7a4732324696be2453dc23a2dfa0.jpg,-91%,"₩2,800","₩32,000",Steam
Arcade Spirits Soundtrack & Artbook Bundle,https://www.greenmangaming.com/games/arcade-spirits-soundtrack-artbook-bundle/,https://images.greenmangaming.com/1e0df3db1dcd4ad1bf43a409c0b7c570/1ae7d1395be743298e720a669d2ebcd4.jpg,-91%,"₩2,600","₩29,300",Steam
Tomb Raider: Legend,https://www.greenmangaming.com/games/tomb-raider-legend/,https://images.greenmangaming.com/bf896932338d43bd862b297981a65f37/e6ad9507feea440b9ad2db85f4b152fc.jpg,-87%,"₩1,000","₩7,700",Steam
Distant Worlds: Universe,https://www.greenmangaming.com/games/distant-worlds-universe-pc/,https://images.greenmangaming.com/7018eabe55f743268e01a494b31b7ac9/ab3295211750430281cc8ba43908eb7e.jpg,-90%,"₩3,200","₩32,000",Steam
WARBORN,https://www.greenmangaming.com/games/warborn-pc/,https://images.greenmangaming.com/c9d40bb0131e4c83a7ee212ec0d150c0/84825a308903454fb09a0731d9cac063.jpg,-91%,"₩2,300","₩27,000",Steam
Overpass,https://www.greenmangaming.com/games/overpass-steam-pc/,https://images.greenmangaming.com/c76bdb10381944d581ea6504dbd5a286/51d71d5361694d079b9083f0bc6bc613.jpg,-92%,"₩2,500","₩31,000",Steam
Lords of the Realm Complete,https://www.greenmangaming.com/games/lords-of-the-realm-complete/,https://images.greenmangaming.com/07fde5224f164d38aed57f7977df2df3/405bb22098b845f08785aa2dad4cdd93.jpg,-91%,"₩1,300","₩14,500",Steam
